Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Talrand's Invocation,Talrand's Invocation,Commander: Streets of New Capenna,234,NCC,Normal,Near Mint,English,Uncommon,269360,5536113
1,Drawn from Dreams,Drawn from Dreams,Commander: Streets of New Capenna,220,NCC,Normal,Near Mint,English,Rare,269277,5534473
1,Zndrsplt's Judgment,Zndrsplt's Judgment,Commander: Streets of New Capenna,240,NCC,Normal,Near Mint,English,Rare,269280,5534623
1,Painful Truths,Painful Truths,Commander: Dominaria United,116,DMC,Normal,Near Mint,English,Rare,282986,5754319
1,Spark Reaper,Spark Reaper,Commander: Innistrad: Midnight Hunt,128,MIC,Normal,Near Mint,English,Common,248772,5201263
1,Feed the Swarm,Feed the Swarm,Commander 2021,144,C21,Normal,Near Mint,English,Common,236571,4901120
1,Phyrexian Delver,Phyrexian Delver,Commander 2013,86,C13,Normal,Near Mint,English,Rare,72217,1139929
1,Extractor Demon,Extractor Demon,Commander 2015,124,C15,Normal,Near Mint,English,Rare,107950,3005032
1,Suffer the Past,Suffer the Past,Commander 2021,155,C21,Normal,Near Mint,English,Uncommon,236575,4901300
1,Taste of Death,Taste of Death,Commander 2021,156,C21,Normal,Near Mint,English,Rare,236568,4900965
1,Dread Summons,Dread Summons,Commander 2015,20,C15,Normal,Near Mint,English,Rare,107809,3004207
1,Ancient Craving,Ancient Craving,Commander 2021,135,C21,Normal,Near Mint,English,Rare,236570,4901070
1,Dogged Detective,Dogged Detective,Commander: Streets of New Capenna,35,NCC,Normal,Near Mint,English,Rare,269241,5534068
1,Skyclave Shade,Skyclave Shade,Commander: Streets of New Capenna,260,NCC,Normal,Near Mint,English,Rare,269302,5535148
1,Body Count,Body Count,Commander: Streets of New Capenna,34,NCC,Normal,Near Mint,English,Rare,269231,5533568
1,Woe Strider,Woe Strider,Commander: Streets of New Capenna,262,NCC,Normal,Near Mint,English,Rare,269313,5535248
1,Sever the Bloodline,Sever the Bloodline,Commander: Streets of New Capenna,259,NCC,Normal,Near Mint,English,Rare,269300,5535088
1,Reign of the Pit,Reign of the Pit,Commander: Streets of New Capenna,258,NCC,Normal,Near Mint,English,Rare,269291,5534993
1,Hex,Hex,Commander: Streets of New Capenna,252,NCC,Normal,Near Mint,English,Rare,269285,5534873
1,Bloodsoaked Champion,Bloodsoaked Champion,Commander: Streets of New Capenna,243,NCC,Normal,Near Mint,English,Rare,269282,5534723
1,Radiant Flames,Radiant Flames,Commander: Dominaria United,126,DMC,Normal,Near Mint,English,Rare,282988,5754389
1,Mana Cannons,Mana Cannons,Commander: Dominaria United,7,DMC,Normal,Near Mint,English,Rare,282913,5751834
1,Spellbinding Soprano,Spellbinding Soprano,Commander: Streets of New Capenna,53,NCC,Normal,Near Mint,English,Rare,269237,5533868
1,Rite of the Raging Storm,Rite of the Raging Storm,Commander: Streets of New Capenna,274,NCC,Normal,Near Mint,English,Uncommon,269362,5536213
1,"Squee, the Immortal","Squee, the Immortal",Commander: Streets of New Capenna,275,NCC,Normal,Near Mint,English,Rare,269339,5535558
1,Faithless Looting,Faithless Looting,Commander 2021,168,C21,Normal,Near Mint,English,Common,236106,4887063
1,Scepter of Celebration (Extended Art),Scepter of Celebration,Commander: Streets of New Capenna,164,NCC,Normal,Near Mint,English,Rare,270138,5575144
1,Sakura-Tribe Elder,Sakura-Tribe Elder,Commander 2019,177,C19,Normal,Near Mint,English,Common,196472,4152093
1,Cultivate,Cultivate,Commander 2017,147,C17,Normal,Near Mint,English,Common,139927,3449821
1,Soul of the Harvest,Soul of the Harvest,Commander 2014,215,C14,Normal,Near Mint,English,Rare,94383,1271262
1,Primordial Sage,Primordial Sage,Commander 2014,211,C14,Normal,Near Mint,English,Rare,94377,1271230
1,Wurmquake (Extended Art),Wurmquake,Commander: Phyrexia: All Will Be One,57,ONC,Normal,Near Mint,English,Rare,478736,6944061
1,Search for Tomorrow,Search for Tomorrow,Commander: Dominaria United,137,DMC,Normal,Near Mint,English,Common,282991,5754464
1,Kodama's Reach,Kodama's Reach,Commander: Dominaria United,134,DMC,Normal,Near Mint,English,Common,282982,5754179
1,Farseek,Farseek,Commander: Dominaria United,133,DMC,Normal,Near Mint,English,Common,282981,5754144
1,Farseek,Farseek,Commander 2019,165,C19,Normal,Near Mint,English,Common,196467,4151893
1,Explore,Explore,Jumpstart,393,JMP,Normal,Near Mint,English,Common,216024,4475131
2,Cultivate,Cultivate,Commander 2021,187,C21,Normal,Near Mint,English,Uncommon,236572,4901170
1,Migration Path,Migration Path,Commander: Dominaria United,135,DMC,Normal,Near Mint,English,Uncommon,282985,5754284
1,Explosive Vegetation,Explosive Vegetation,Commander: Dominaria United,132,DMC,Normal,Near Mint,English,Uncommon,282980,5754109
1,Abundant Growth,Abundant Growth,Commander: Dominaria United,128,DMC,Normal,Near Mint,English,Common,283033,5755694
1,Healing Technique,Healing Technique,Commander 2021,63,C21,Normal,Near Mint,English,Rare,236501,4898993
1,Rampant Growth,Rampant Growth,Commander 2021,204,C21,Normal,Near Mint,English,Common,236311,4892932
1,Beast Within,Beast Within,Commander 2021,186,C21,Normal,Near Mint,English,Uncommon,236312,4892982
1,Ezuri's Predation,Ezuri's Predation,Commander 2021,188,C21,Normal,Near Mint,English,Rare,236325,4893617
1,Hornet Nest,Hornet Nest,Commander 2021,192,C21,Normal,Near Mint,English,Rare,236292,4891982
1,Nissa's Expedition,Nissa's Expedition,Commander 2021,200,C21,Normal,Near Mint,English,Uncommon,236322,4893467
1,Krosan Grip,Krosan Grip,Commander 2021,198,C21,Normal,Near Mint,English,Uncommon,236316,4893137
1,"Arashi, the Sky Asunder","Arashi, the Sky Asunder",Commander 2021,185,C21,Normal,Near Mint,English,Rare,236301,4892432
1,Paradox Zone,Paradox Zone,Commander 2021,64,C21,Normal,Near Mint,English,Rare,236279,4891381
1,Managorger Hydra,Managorger Hydra,Commander 2021,199,C21,Normal,Near Mint,English,Rare,236294,4892082
1,Kodama's Reach,Kodama's Reach,Commander 2021,197,C21,Normal,Near Mint,English,Common,236314,4893037
1,Path to the World Tree,Path to the World Tree,Commander: Dominaria United,136,DMC,Normal,Near Mint,English,Uncommon,283037,5755774
1,Farseek,Farseek,Commander 2017,149,C17,Normal,Near Mint,English,Common,139945,3449911
1,Kodama's Reach,Kodama's Reach,Commander 2016,155,C16,Normal,Near Mint,English,Common,124554,3246709
1,Rampant Growth,Rampant Growth,Commander 2021,204,C21,Normal,Near Mint,English,Common,236311,4892932
1,Hornet Queen,Hornet Queen,Commander 2021,193,C21,Normal,Near Mint,English,Rare,236304,4892582
1,Fractal Harness,Fractal Harness,Commander 2021,61,C21,Normal,Near Mint,English,Rare,236271,4891177
1,Sequence Engine,Sequence Engine,Commander 2021,67,C21,Normal,Near Mint,English,Rare,236284,4891582
1,Shamanic Revelation,Shamanic Revelation,Commander 2021,206,C21,Normal,Near Mint,English,Rare,236323,4893517
1,Terastodon,Terastodon,Commander 2021,207,C21,Normal,Near Mint,English,Rare,236305,4892632
1,Incubation Druid,Incubation Druid,Commander 2021,195,C21,Normal,Near Mint,English,Rare,236289,4891832
1,Forgotten Ancient,Forgotten Ancient,Commander 2021,189,C21,Normal,Near Mint,English,Rare,236298,4892282
1,"Ruxa, Patient Professor","Ruxa, Patient Professor",Commander 2021,66,C21,Normal,Near Mint,English,Rare,236282,4891531
1,Hydra Broodmaster,Hydra Broodmaster,Commander 2021,194,C21,Normal,Near Mint,English,Rare,236302,4892482
1,Rampaging Baloths,Rampaging Baloths,Commander 2021,203,C21,Normal,Near Mint,English,Rare,236303,4892532
1,Kazandu Tuskcaller,Kazandu Tuskcaller,Commander 2021,196,C21,Normal,Near Mint,English,Rare,236290,4891882
1,Migratory Route,Migratory Route,Commander 2020,222,C20,Normal,Near Mint,English,Uncommon,212323,4380894
1,"Vazi, Keen Negotiator","Vazi, Keen Negotiator",Commander: Streets of New Capenna,92,NCC,Normal,Near Mint,English,Rare,269116,5527583
1,Call the Skybreaker,Call the Skybreaker,Commander: Streets of New Capenna,333,NCC,Normal,Near Mint,English,Rare,269350,5535703
1,Maestros Confluence,Maestros Confluence,Commander: Streets of New Capenna,75,NCC,Normal,Near Mint,English,Rare,269233,5533668
1,"Zaxara, the Exemplary","Zaxara, the Exemplary",Commander: Dominaria United,176,DMC,Normal,Near Mint,English,Mythic,282938,5752529
1,Cryptic Pursuit,Cryptic Pursuit,Commander: Streets of New Capenna,70,NCC,Normal,Near Mint,English,Rare,269228,5533418
1,"Parnesse, the Subtle Brush","Parnesse, the Subtle Brush",Commander: Streets of New Capenna,8,NCC,Foil,Near Mint,English,Mythic,269230,5533518
1,Revival Experiment,Revival Experiment,Commander 2021,74,C21,Normal,Near Mint,English,Rare,236537,4899649
2,Merciless Eviction,Merciless Eviction,Commander: Dominaria United,160,DMC,Normal,Near Mint,English,Rare,282984,5754249
1,"Melek, Izzet Paragon","Melek, Izzet Paragon",Commander 2015,227,C15,Normal,Near Mint,English,Rare,108336,3006923
1,"Selvala, Explorer Returned","Selvala, Explorer Returned",Commander: Dominaria United,167,DMC,Normal,Near Mint,English,Rare,282948,5752704
1,"Archelos, Lagoon Mystic","Archelos, Lagoon Mystic",Commander: Dominaria United,140,DMC,Normal,Near Mint,English,Rare,282924,5752219
1,Leyline Prowler,Leyline Prowler,Commander 2021,222,C21,Normal,Near Mint,English,Uncommon,236565,4900820
1,Primal Empathy,Primal Empathy,Commander 2021,227,C21,Normal,Near Mint,English,Uncommon,236328,4893767
1,Time Wipe,Time Wipe,Commander: Dominaria United,173,DMC,Normal,Near Mint,English,Rare,282993,5754534
1,Lavalanche,Lavalanche,Commander: Dominaria United,157,DMC,Normal,Near Mint,English,Rare,282983,5754214
1,Duneblast,Duneblast,Commander: Dominaria United,148,DMC,Normal,Near Mint,English,Rare,282977,5754004
1,Iridian Maelstrom,Iridian Maelstrom,Commander: Dominaria United,12,DMC,Normal,Near Mint,English,Rare,282911,5751764
1,Trygon Predator,Trygon Predator,Commander 2021,231,C21,Normal,Near Mint,English,Uncommon,236296,4892182
2,Coiling Oracle,Coiling Oracle,Commander 2021,212,C21,Normal,Near Mint,English,Common,236288,4891782
1,Incubation // Incongruity,Incubation,Commander 2021,219,C21,Normal,Near Mint,English,Uncommon,236317,4893187
1,Spitting Image,Spitting Image,Commander 2021,229,C21,Normal,Near Mint,English,Rare,236324,4893567
1,Fusion Elemental,Fusion Elemental,Commander: Dominaria United,150,DMC,Normal,Near Mint,English,Uncommon,282937,5752519
1,Knight of New Alara,Knight of New Alara,Commander: Dominaria United,156,DMC,Normal,Near Mint,English,Rare,282942,5752594
1,Glint-Eye Nephilim,Glint-Eye Nephilim,Commander: Dominaria United,152,DMC,Normal,Near Mint,English,Rare,282970,5753814
1,"Atla Palani, Nest Tender","Atla Palani, Nest Tender",Commander: Dominaria United,142,DMC,Normal,Near Mint,English,Rare,282925,5752239
1,Chromanticore,Chromanticore,Commander: Dominaria United,146,DMC,Normal,Near Mint,English,Mythic,282930,5752374
1,"O-Kagachi, Vengeful Kami","O-Kagachi, Vengeful Kami",Commander: Dominaria United,164,DMC,Normal,Near Mint,English,Mythic,282933,5752429
1,"Illuna, Apex of Wishes","Illuna, Apex of Wishes",Commander: Dominaria United,154,DMC,Normal,Near Mint,English,Mythic,282941,5752584
1,"Nethroi, Apex of Death","Nethroi, Apex of Death",Commander: Dominaria United,163,DMC,Normal,Near Mint,English,Mythic,282945,5752649
1,"Rienne, Angel of Rebirth","Rienne, Angel of Rebirth",Commander: Dominaria United,166,DMC,Normal,Near Mint,English,Mythic,282946,5752659
1,"Xyris, the Writhing Storm","Xyris, the Writhing Storm",Commander: Dominaria United,175,DMC,Normal,Near Mint,English,Mythic,282973,5753864
1,Abzan Charm,Abzan Charm,Commander: Dominaria United,138,DMC,Normal,Near Mint,English,Uncommon,282995,5754604
1,Naya Charm,Naya Charm,Commander: Dominaria United,162,DMC,Normal,Near Mint,English,Uncommon,283011,5755134
1,Sultai Charm,Sultai Charm,Commander: Dominaria United,168,DMC,Normal,Near Mint,English,Uncommon,283018,5755319
1,Sylvan Reclamation,Sylvan Reclamation,Commander: Dominaria United,170,DMC,Normal,Near Mint,English,Uncommon,283023,5755434
1,Unite the Coalition,Unite the Coalition,Commander: Dominaria United,15,DMC,Normal,Near Mint,English,Rare,282903,5751464
1,Growth Spiral,Growth Spiral,Commander: Dominaria United,153,DMC,Normal,Near Mint,English,Common,283005,5754954
1,Terminate,Terminate,Commander: Dominaria United,172,DMC,Normal,Near Mint,English,Uncommon,283009,5755064
1,Plaxcaster Frogling,Plaxcaster Frogling,Commander 2021,226,C21,Normal,Near Mint,English,Uncommon,236295,4892132
1,"Kaseto, Orochi Archmage","Kaseto, Orochi Archmage",Commander 2021,221,C21,Normal,Near Mint,English,Mythic,236293,4892032
1,Gluttonous Troll,Gluttonous Troll,Commander 2021,218,C21,Normal,Near Mint,English,Rare,236548,4900199
1,Gaze of Granite,Gaze of Granite,Commander 2021,217,C21,Normal,Near Mint,English,Rare,236569,4901020
1,Oversimplify,Oversimplify,Commander 2021,72,C21,Normal,Near Mint,English,Rare,236277,4891330
1,Master Biomancer,Master Biomancer,Commander 2021,224,C21,Normal,Near Mint,English,Mythic,236299,4892332
1,Biomass Mutation,Biomass Mutation,Commander 2021,209,C21,Normal,Near Mint,English,Rare,236309,4892832
1,Frost Bite,Frost Bite,Kaldheim,138,KHM,Normal,Near Mint,English,Common,230127,4705167
1,Basalt Ravager,Basalt Ravager,Kaldheim,122,KHM,Normal,Near Mint,English,Uncommon,230419,4719081
1,Smashing Success,Smashing Success,Kaldheim,151,KHM,Normal,Near Mint,English,Common,230445,4721304
1,Demon Bolt,Demon Bolt,Kaldheim,129,KHM,Normal,Near Mint,English,Common,230444,4721194
1,Craven Hulk,Craven Hulk,Kaldheim,127,KHM,Normal,Near Mint,English,Common,230876,4735638
1,Dream Devourer,Dream Devourer,Kaldheim,90,KHM,Normal,Near Mint,English,Rare,230867,4734748
1,Undersea Invader,Undersea Invader,Kaldheim,78,KHM,Normal,Near Mint,English,Common,230180,4710698
2,Frost Augur,Frost Augur,Kaldheim,56,KHM,Normal,Near Mint,English,Uncommon,230736,4730642
1,Avalanche Caller,Avalanche Caller,Kaldheim,45,KHM,Normal,Near Mint,English,Uncommon,230492,4724654
1,Necropolis Fiend,Necropolis Fiend,Khans of Tarkir,82,KTK,Normal,Near Mint,English,Rare,92816,1253832
1,Biblioplex Assistant,Biblioplex Assistant,Strixhaven: School of Mages,251,STX,Normal,Near Mint,English,Common,235992,4876258
1,Introduction to Annihilation,Introduction to Annihilation,Strixhaven: School of Mages,3,STX,Normal,Near Mint,English,Common,235206,4841236
1,Environmental Sciences,Environmental Sciences,Strixhaven: School of Mages,1,STX,Normal,Near Mint,English,Common,235526,4847767
1,Introduction to Prophecy,Introduction to Prophecy,Strixhaven: School of Mages,4,STX,Normal,Near Mint,English,Common,235205,4841101
1,Defiant Strike,Defiant Strike,Strixhaven: Mystical Archives,3,STA,Normal,Near Mint,English,Uncommon,235330,4881908
1,Divine Gambit,Divine Gambit,Strixhaven: Mystical Archives,4,STA,Normal,Near Mint,English,Uncommon,235498,4882093
1,Revitalize,Revitalize,Strixhaven: Mystical Archives,9,STA,Normal,Near Mint,English,Uncommon,235490,4883813
1,"Shaile, Dean of Radiance","Shaile, Dean of Radiance",Strixhaven: School of Mages,158,STX,Normal,Near Mint,English,Rare,235204,4840986
1,Academic Probation,Academic Probation,Strixhaven: School of Mages,7,STX,Normal,Near Mint,English,Rare,235563,4850217
1,Devastating Mastery,Devastating Mastery,Strixhaven: School of Mages,14,STX,Normal,Near Mint,English,Rare,235901,4867885
1,Show of Confidence,Show of Confidence,Strixhaven: School of Mages,28,STX,Normal,Near Mint,English,Uncommon,235870,4864685
1,Pillardrop Rescuer,Pillardrop Rescuer,Strixhaven: School of Mages,23,STX,Normal,Near Mint,English,Common,235961,4872948
1,Pilgrim of the Ages,Pilgrim of the Ages,Strixhaven: School of Mages,22,STX,Normal,Near Mint,English,Common,235889,4866670
1,Dueling Coach,Dueling Coach,Strixhaven: School of Mages,15,STX,Normal,Near Mint,English,Uncommon,235562,4850107
1,Dream Strix,Dream Strix,Strixhaven: School of Mages,42,STX,Foil,Near Mint,English,Rare,235928,4869928
1,Strategic Planning,Strategic Planning,Strixhaven: Mystical Archives,20,STA,Foil,Near Mint,English,Uncommon,235156,4838596
1,Curate,Curate,Strixhaven: School of Mages,40,STX,Normal,Near Mint,English,Common,235597,4852647
2,Opt,Opt,Strixhaven: Mystical Archives,19,STA,Normal,Near Mint,English,Uncommon,233373,4883568
1,Burrog Befuddler,Burrog Befuddler,Strixhaven: School of Mages,38,STX,Normal,Near Mint,English,Common,235932,4870145
1,Compulsive Research,Compulsive Research,Strixhaven: Mystical Archives,14,STA,Normal,Near Mint,English,Rare,235485,4881478
1,Strategic Planning,Strategic Planning,Strixhaven: Mystical Archives,20,STA,Normal,Near Mint,English,Uncommon,235156,4884133
1,Whirlwind Denial,Whirlwind Denial,Strixhaven: Mystical Archives,23,STA,Normal,Near Mint,English,Uncommon,235285,4884813
1,Tempted by the Oriq,Tempted by the Oriq,Strixhaven: School of Mages,58,STX,Normal,Near Mint,English,Rare,235949,4871678
1,Dream Strix,Dream Strix,Strixhaven: School of Mages,42,STX,Normal,Near Mint,English,Rare,235928,4869923
1,Ingenious Mastery,Ingenious Mastery,Strixhaven: School of Mages,44,STX,Normal,Near Mint,English,Rare,236014,4878538
1,Test of Talents,Test of Talents,Strixhaven: School of Mages,59,STX,Normal,Near Mint,English,Uncommon,235929,4870033
1,Professor's Warning,Professor's Warning,Strixhaven: School of Mages,84,STX,Foil,Near Mint,English,Common,235970,4873943
1,Callous Bloodmage,Callous Bloodmage,Strixhaven: School of Mages,66,STX,Normal,Near Mint,English,Rare,235980,4874938
1,Duress,Duress,Strixhaven: Mystical Archives,29,STA,Normal,Near Mint,English,Uncommon,235139,4882223
1,Agonizing Remorse,Agonizing Remorse,Strixhaven: Mystical Archives,24,STA,Normal,Near Mint,English,Uncommon,235524,4881048
1,Doom Blade,Doom Blade,Strixhaven: Mystical Archives,28,STA,Normal,Near Mint,English,Rare,235308,4882153
1,Eliminate,Eliminate,Strixhaven: Mystical Archives,30,STA,Normal,Near Mint,English,Uncommon,235640,4882353
1,Village Rites,Village Rites,Strixhaven: Mystical Archives,35,STA,Normal,Near Mint,English,Uncommon,235322,4884693
1,Confront the Past,Confront the Past,Strixhaven: School of Mages,67,STX,Normal,Near Mint,English,Rare,235149,4838096
2,Pestilent Cauldron,Pestilent Cauldron,Strixhaven: School of Mages,154,STX,Normal,Near Mint,English,Rare,236042,4880708
2,Fuming Effigy,Fuming Effigy,Strixhaven: School of Mages,103,STX,Normal,Near Mint,English,Common,235880,4865785
1,Explosive Welcome,Explosive Welcome,Strixhaven: School of Mages,100,STX,Normal,Near Mint,English,Uncommon,235653,4855462
1,Illuminate History,Illuminate History,Strixhaven: School of Mages,108,STX,Normal,Near Mint,English,Rare,235573,4851267
1,Retriever Phoenix,Retriever Phoenix,Strixhaven: School of Mages,113,STX,Normal,Near Mint,English,Rare,236001,4877248
1,"Plargg, Dean of Chaos","Plargg, Dean of Chaos",Strixhaven: School of Mages,155,STX,Normal,Near Mint,English,Rare,235198,4840536
1,Infuriate,Infuriate,Strixhaven: Mystical Archives,41,STA,Normal,Near Mint,English,Uncommon,235416,4882898
1,Urza's Rage,Urza's Rage,Strixhaven: Mystical Archives,47,STA,Normal,Near Mint,English,Rare,235232,4884633
1,Claim the Firstborn,Claim the Firstborn,Strixhaven: Mystical Archives,37,STA,Normal,Near Mint,English,Uncommon,235618,4881418
1,Thrill of Possibility,Thrill of Possibility,Strixhaven: Mystical Archives,46,STA,Normal,Near Mint,English,Uncommon,235423,4884503
1,Shock,Shock,Strixhaven: Mystical Archives,44,STA,Foil,Near Mint,English,Uncommon,235168,4839256
1,Shock,Shock,Strixhaven: Mystical Archives,44,STA,Normal,Near Mint,English,Uncommon,235168,4883873
1,Pillardrop Warden,Pillardrop Warden,Strixhaven: School of Mages,112,STX,Normal,Near Mint,English,Common,235948,4871568
1,Blood Age General,Blood Age General,Strixhaven: School of Mages,93,STX,Normal,Near Mint,English,Common,235874,4865125
1,"Kianne, Dean of Substance","Kianne, Dean of Substance",Strixhaven: School of Mages,152,STX,Normal,Near Mint,English,Rare,235203,4840876
1,Adventurous Impulse,Adventurous Impulse,Strixhaven: Mystical Archives,49,STA,Normal,Near Mint,English,Uncommon,235298,4880988
1,Weather the Storm,Weather the Storm,Strixhaven: Mystical Archives,58,STA,Normal,Near Mint,English,Rare,235270,4884753
1,Mage Duel,Mage Duel,Strixhaven: School of Mages,137,STX,Normal,Near Mint,English,Common,235981,4875048
1,Charge Through,Charge Through,Strixhaven: School of Mages,124,STX,Normal,Near Mint,English,Common,235882,4866005
1,Big Play,Big Play,Strixhaven: School of Mages,122,STX,Normal,Near Mint,English,Common,235988,4875818
1,Cultivate,Cultivate,Strixhaven: Mystical Archives,51,STA,Normal,Near Mint,English,Uncommon,235273,4881673
1,Exponential Growth,Exponential Growth,Strixhaven: School of Mages,130,STX,Normal,Near Mint,English,Rare,235940,4870688
1,Reckless Amplimancer,Reckless Amplimancer,Strixhaven: School of Mages,141,STX,Normal,Near Mint,English,Common,235982,4875158
1,Fractal Summoning,Fractal Summoning,Strixhaven: School of Mages,187,STX,Normal,Near Mint,English,Common,235905,4868325
1,Silverquill Apprentice,Silverquill Apprentice,Strixhaven: School of Mages,231,STX,Normal,Near Mint,English,Uncommon,235119,4836136
1,Fracture,Fracture,Strixhaven: School of Mages,188,STX,Normal,Near Mint,English,Uncommon,236019,4879088
1,Elemental Expressionist,Elemental Expressionist,Strixhaven: School of Mages,181,STX,Normal,Near Mint,English,Rare,235843,4861915
1,Double Major,Double Major,Strixhaven: School of Mages,179,STX,Normal,Near Mint,English,Rare,235883,4866115
1,Lorehold Command,Lorehold Command,Strixhaven: School of Mages,199,STX,Normal,Near Mint,English,Rare,233272,4784538
1,Culmination of Studies,Culmination of Studies,Strixhaven: School of Mages,173,STX,Normal,Near Mint,English,Rare,235669,4857082
1,Mortality Spear,Mortality Spear,Strixhaven: School of Mages,207,STX,Normal,Near Mint,English,Uncommon,235984,4875378
1,Needlethorn Drake,Needlethorn Drake,Strixhaven: School of Mages,208,STX,Normal,Near Mint,English,Common,235918,4868833
1,Golden Ratio,Golden Ratio,Strixhaven: School of Mages,190,STX,Normal,Near Mint,English,Uncommon,235683,4858922
1,Quandrix Cultivator,Quandrix Cultivator,Strixhaven: School of Mages,218,STX,Normal,Near Mint,English,Uncommon,235884,4866225
1,Eureka Moment,Eureka Moment,Strixhaven: School of Mages,184,STX,Normal,Near Mint,English,Common,235701,4860801
1,"Zimone, Quandrix Prodigy","Zimone, Quandrix Prodigy",Strixhaven: School of Mages,250,STX,Normal,Near Mint,English,Uncommon,235690,4859591
1,Biomathematician,Biomathematician,Strixhaven: School of Mages,164,STX,Normal,Near Mint,English,Common,235885,4866335
1,Lorehold Pledgemage,Lorehold Pledgemage,Strixhaven: School of Mages,201,STX,Normal,Near Mint,English,Common,235574,4851377
1,Cindervines,Cindervines,Ravnica Allegiance,161,RNA,Normal,Near Mint,English,Rare,183354,3950413
1,Elixir of Immortality,Elixir of Immortality,Magic 2012 (M12),208,M12,Normal,Near Mint,English,Uncommon,47714,474903
1,Frontier Siege,Frontier Siege,Fate Reforged,131,FRF,Normal,Near Mint,English,Rare,95264,1277577
4,Kumena's Speaker,Kumena's Speaker,Ixalan,196,XLN,Normal,Near Mint,English,Uncommon,144828,3463931
2,Deeproot Waters,Deeproot Waters,Ixalan,51,XLN,Normal,Near Mint,English,Uncommon,144792,3463819
2,Salvaged Manaworker,Salvaged Manaworker,Dominaria United,237,DMU,Normal,Near Mint,English,Common,283661,5780665
3,Meteorite,Meteorite,Dominaria United,235,DMU,Normal,Near Mint,English,Common,283659,5780505
2,Automatic Librarian,Automatic Librarian,Dominaria United,229,DMU,Normal,Near Mint,English,Common,283374,5767791
1,Shield-Wall Sentinel,Shield-Wall Sentinel,Dominaria United,238,DMU,Normal,Near Mint,English,Common,283492,5773875
1,Jodah's Codex,Jodah's Codex,Dominaria United,233,DMU,Normal,Near Mint,English,Uncommon,283436,5770455
2,Walking Bulwark,Walking Bulwark,Dominaria United,241,DMU,Normal,Near Mint,English,Uncommon,283144,5761122
1,Inscribed Tablet,Inscribed Tablet,Dominaria United,232,DMU,Normal,Near Mint,English,Uncommon,283156,5761957
1,Hero's Heirloom,Hero's Heirloom,Dominaria United,231,DMU,Normal,Near Mint,English,Uncommon,283133,5760783
2,Argivian Cavalier,Argivian Cavalier,Dominaria United,4,DMU,Normal,Near Mint,English,Common,283146,5761282
3,Heroic Charge,Heroic Charge,Dominaria United,20,DMU,Normal,Near Mint,English,Common,283669,5781305
4,Stall for Time,Stall for Time,Dominaria United,34,DMU,Normal,Near Mint,English,Common,282809,5746961
1,Cleaving Skyrider,Cleaving Skyrider,Dominaria United,12,DMU,Normal,Near Mint,English,Uncommon,283277,5766616
1,Wingmantle Chaplain,Wingmantle Chaplain,Dominaria United,39,DMU,Normal,Near Mint,English,Uncommon,283188,5764092
1,Prayer of Binding,Prayer of Binding,Dominaria United,28,DMU,Normal,Near Mint,English,Uncommon,283553,5776048
2,Take Up the Shield,Take Up the Shield,Dominaria United,35,DMU,Normal,Near Mint,English,Common,282810,5747041
1,Knight of Dawn's Light,Knight of Dawn's Light,Dominaria United,23,DMU,Normal,Near Mint,English,Uncommon,283450,5771155
1,Destroy Evil,Destroy Evil,Dominaria United,17,DMU,Normal,Near Mint,English,Common,283655,5782630
4,Argivian Phalanx,Argivian Phalanx,Dominaria United,5,DMU,Normal,Near Mint,English,Common,283662,5780745
1,Benalish Faithbonder,Benalish Faithbonder,Dominaria United,7,DMU,Normal,Near Mint,English,Common,283632,5778355
4,Charismatic Vanguard,Charismatic Vanguard,Dominaria United,10,DMU,Normal,Near Mint,English,Common,282768,5743871
1,Runic Shot,Runic Shot,Dominaria United,30,DMU,Normal,Near Mint,English,Uncommon,283363,5767541
1,Citizen's Arrest,Citizen's Arrest,Dominaria United,11,DMU,Normal,Near Mint,English,Common,283142,5760962
1,Phyrexian Missionary,Phyrexian Missionary,Dominaria United,27,DMU,Normal,Near Mint,English,Uncommon,283529,5774903
1,Artillery Blast,Artillery Blast,Dominaria United,6,DMU,Normal,Near Mint,English,Common,283652,5779955
1,Juniper Order Rootweaver,Juniper Order Rootweaver,Dominaria United,22,DMU,Normal,Near Mint,English,Common,283270,5766372
1,Mesa Cavalier,Mesa Cavalier,Dominaria United,26,DMU,Normal,Near Mint,English,Common,283094,5758453
2,Clockwork Drawbridge,Clockwork Drawbridge,Dominaria United,13,DMU,Normal,Near Mint,English,Common,283668,5781225
1,Join Forces,Join Forces,Dominaria United,21,DMU,Normal,Near Mint,English,Uncommon,283059,5756359
1,Shalai's Acolyte,Shalai's Acolyte,Dominaria United,33,DMU,Normal,Near Mint,English,Uncommon,282789,5745551
1,Griffin Protector,Griffin Protector,Dominaria United,18,DMU,Normal,Near Mint,English,Common,283653,5780035
1,Samite Herbalist,Samite Herbalist,Dominaria United,31,DMU,Normal,Near Mint,English,Common,283093,5758373
1,Love Song of Night and Day,Love Song of Night and Day,Dominaria United,25,DMU,Normal,Near Mint,English,Uncommon,283530,5774983
1,Djinn of the Fountain,Djinn of the Fountain,Dominaria United,47,DMU,Normal,Near Mint,English,Uncommon,283278,5766696
2,Voda Sea Scavenger,Voda Sea Scavenger,Dominaria United,74,DMU,Normal,Near Mint,English,Common,282817,5747601
