Count,Name,Foil,Edition,acquired_price,tcg_mid,tcg_low,foil_price,Condition,Language
"1","Temple Garden","0","Return to Ravnica","8.76","6.24","4","16.30","NM","EN",
"1","Temple Garden","0","Return to Ravnica","8.76","6.24","4","16.30","NM","EN",
"1","Abrupt Decay","0","Return to Ravnica","4.00","2.85","1.16","12.99","NM","EN",
"1","Abrupt Decay","0","Return to Ravnica","4.00","2.85","1.16","12.99","NM","EN",
"1","Serum Visions","0","Fifth Dawn","7.98","3.50","2.25","16.14","NM","EN",
"1","Serum Visions","0","Fifth Dawn","7.98","3.50","2.25","16.14","NM","EN",
"1","Serum Visions","0","Fifth Dawn","7.98","3.50","2.25","16.14","NM","EN",
"1","Serum Visions","0","Fifth Dawn","7.98","3.50","2.25","16.14","NM","EN",
"1","Verdant Catacombs","0","Zendikar","53.49","73.51","64.79","141.99","NM","EN",
"1","Spell Snare","0","Modern Masters","7.75","1.54","0.46","7.88","NM","EN",
"1","Island - Full Art","0","Unhinged","2.00","9.31","4","86.10","NM","EN",
"1","Steam Vents","0","Return to Ravnica","12.73","13.48","10.25","28.50","NM","EN",
"1","Umezawa's Jitte","0","Betrayers of Kamigawa","31.15","19.00","14","187.47","NM","EN",
"1","Griselbrand","0","Avacyn Restored","13.99","19.96","14","44.78","NM","EN",
"1","Celestial Colonnade","1","Worldwake","29.12","19.79","12.99","72.57","NM","EN",
"1","Kiki-Jiki, Mirror Breaker","0","Modern Masters","11.99","12.10","9.5","18.78","NM","EN",
"1","Primeval Titan","0","Magic 2012","10.15","11.88","7.61","17.57","NM","EN",
"1","Breeding Pool","0","Gatecrash","11.40","12.99","10","26.88","NM","EN",
"1","Blood Crypt","0","Return to Ravnica","7.40","10.99","5.59","22.29","NM","EN",
"1","Wooded Foothills","0","Onslaught","27.75","41.25","34.28","232.75","NM","EN",
"1","Brushland","0","Tenth Edition","3.22","8.99","6","49.99","NM","EN",
"1","Elesh Norn, Grand Cenobite","0","New Phyrexia","14.67","22.49","17.72","46.98","NM","EN",
"1","Delver of Secrets","0","Innistrad","1.50","1.79","0.1","7.57","SP","EN",
"1","Athreos, God of Passage","1","Journey into Nyx","22.00","27.99","21.26","85.94","NM","EN",
"1","Mox Opal","0","Modern Masters 2015 Edition","35.00","97.50","87.88","125.93","NM","EN",
"1","AEtherling","0","Dragon's Maze","0.38","0.43","0.13","2.07","NM","EN",
"1","Baneslayer Angel","0","Magic 2011","11.11","14.45","12","34.38","NM","EN",
"1","Serra Ascendant","0","Magic 2011","16.79","8.33","6","19.00","NM","EN",
"1","Serra Ascendant","0","Magic 2011","16.79","8.33","6","19.00","NM","EN",
"1","Serra Ascendant","0","Magic 2011","16.79","8.33","6","19.00","NM","EN",
"1","Serra Ascendant","0","Magic 2011","16.79","8.33","6","19.00","NM","EN",
"1","Martyr of Sands","0","Coldsnap","1.61","1.29","0.28","8.89","NM","EN",
"1","Martyr of Sands","0","Coldsnap","1.61","1.29","0.28","8.89","NM","EN",
"1","Martyr of Sands","0","Coldsnap","1.61","1.29","0.28","8.89","NM","EN",
"1","Martyr of Sands","0","Coldsnap","1.61","1.29","0.28","8.89","NM","EN",
"1","Proclamation of Rebirth","0","Dissension","2.80","7.46","5.99","11.43","NM","EN",
"1","Proclamation of Rebirth","0","Dissension","2.80","7.46","5.99","11.43","NM","EN",
"1","Wrath of God","0","Unlimited Edition","19.94","98.50","75.99","-","NM","EN",
"1","Wrath of God","0","Unlimited Edition","19.94","98.50","75.99","-","NM","EN",
"1","Wrath of God","0","Unlimited Edition","19.94","98.50","75.99","-","NM","EN",
"1","Wrath of God","0","Unlimited Edition","19.94","98.50","75.99","-","NM","EN",
"1","Swords to Plowshares","0","Ice Age","2.51","2.56","1.5","-","NM","EN",
"1","Swords to Plowshares","0","Ice Age","2.51","2.56","1.5","-","NM","EN",
"1","Swords to Plowshares","0","Ice Age","2.51","2.56","1.5","-","NM","EN",
"1","Swords to Plowshares","0","Ice Age","2.51","2.56","1.5","-","NM","EN",
"1","Marsh Flats","0","Zendikar","37.50","41.59","35.98","69.92","NM","EN",
"1","Marsh Flats","0","Zendikar","37.50","41.59","35.98","69.92","NM","EN",
"1","Marsh Flats","0","Zendikar","37.50","41.59","35.98","69.92","NM","EN",
"1","Ranger of Eos","0","Shards of Alara","10.54","3.00","1.49","6.76","NM","EN",
"1","Ranger of Eos","0","Shards of Alara","10.54","3.00","1.49","6.76","NM","EN",
"1","Orzhov Charm","1","Gatecrash","0.29","0.25","0.04","2.08","NM","EN",
"1","Oath of Nissa","0","Oath of the Gatewatch","0.55","3.94","2.01","12.31","NM","EN",
"1","Ruin in Their Wake","0","Oath of the Gatewatch","0.55","0.20","0.02","0.78","NM","EN",
"1","Endbringer","0","Oath of the Gatewatch","0.55","0.61","0.15","1.98","NM","EN",
"1","Stormchaser Mage","0","Oath of the Gatewatch","0.55","0.40","0.15","3.34","NM","EN",
"1","Seed Guardian","0","Oath of the Gatewatch","0.55","0.20","0.02","0.36","NM","EN",
"1","Tranquil Expanse","0","Oath of the Gatewatch","0.55","0.21","0.04","0.49","NM","EN",
"1","Void Grafter","0","Oath of the Gatewatch","0.55","0.21","0.01","0.60","NM","EN",
"1","Eldrazi Displacer","0","Oath of the Gatewatch","0.55","2.46","1.5","7.74","NM","EN",
"1","Mountain","0","Battle for Zendikar","0.55","0.22","0.187","0.76","NM","EN",
"1","Tranquil Expanse","0","Oath of the Gatewatch","0.55","0.21","0.04","0.49","NM","EN",
"1","Make a Stand","0","Oath of the Gatewatch","0.55","0.22","0.03","0.48","NM","EN",
"1","Cyclone Sire","0","Oath of the Gatewatch","0.55","0.18","0.01","0.34","NM","EN",
"1","Mountain","0","Battle for Zendikar","0.55","0.22","0.187","0.76","NM","EN",
"1","Embodiment of Fury","0","Oath of the Gatewatch","0.55","0.21","0.03","0.40","NM","EN",
"1","Embodiment of Insight","0","Oath of the Gatewatch","0.55","0.22","0.03","0.37","NM","EN",
"1","Weapons Trainer","0","Oath of the Gatewatch","0.55","0.21","0.02","0.59","NM","EN",
"1","Chandra, Flamecaller","0","Oath of the Gatewatch","0.55","2.49","1.65","8.13","NM","EN",
"1","Relief Captain","0","Oath of the Gatewatch","0.55","0.20","0.03","0.32","NM","EN",
"1","Reaver Drone","0","Oath of the Gatewatch","0.55","0.21","0.03","0.42","NM","EN",
"1","Relentless Hunter","0","Oath of the Gatewatch","0.55","0.19","0.01","0.32","NM","EN",
"1","Call the Gatewatch","0","Oath of the Gatewatch","0.55","0.98","0.25","4.30","NM","EN",
"1","Island","0","Battle for Zendikar","0.55","0.22","0.187","0.85","NM","EN",
"1","Munda's Vanguard","0","Oath of the Gatewatch","0.55","0.29","0.09","0.60","NM","EN",
"1","Oath of Nissa","0","Oath of the Gatewatch","0.55","3.94","2.01","12.31","NM","EN",
"1","Tears of Valakut","0","Oath of the Gatewatch","0.55","0.20","0.02","0.49","NM","EN",
"1","Timber Gorge","0","Oath of the Gatewatch","0.55","0.20","0.04","0.45","NM","EN",
"1","Flaying Tendrils","0","Oath of the Gatewatch","0.55","0.23","0.02","0.70","NM","EN",
"1","Stoneforge Acolyte","0","Oath of the Gatewatch","0.55","0.22","0.03","0.37","NM","EN",
"1","Deepfathom Skulker","0","Oath of the Gatewatch","0.55","0.34","0.06","0.68","NM","EN",
"1","Wastes","0","OATH OF THE GATEWATCH","0.55","1.99","1.07","-","NM","EN",
"1","Harvester Troll","0","Oath of the Gatewatch","0.55","0.20","0.01","0.32","NM","EN",
"1","Mindmelter","0","Oath of the Gatewatch","0.55","0.20","0.01","0.39","NM","EN",
"1","Steppe Glider","0","Oath of the Gatewatch","0.55","0.20","0.01","0.36","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.55","0.40","0.08","1.01","NM","EN",
"1","Wastes","0","OATH OF THE GATEWATCH","0.55","1.99","1.07","-","NM","EN",
"1","Prophet of Distortion","0","Oath of the Gatewatch","0.55","0.20","0.01","0.43","NM","EN",
"1","Baloth Pup","0","Oath of the Gatewatch","0.55","0.20","0.02","0.40","NM","EN",
"1","Flayer Drone","0","Oath of the Gatewatch","0.55","0.20","0.04","0.47","NM","EN",
"1","Ayli, Eternal Pilgrim","0","Oath of the Gatewatch","0.55","0.78","0.39","3.30","NM","EN",
"1","Mountain","0","Battle for Zendikar","0.55","0.22","0.187","0.76","NM","EN",
"1","Shoulder to Shoulder","0","Oath of the Gatewatch","0.55","0.14","0.01","0.25","NM","EN",
"1","Embodiment of Fury","0","Oath of the Gatewatch","0.55","0.21","0.03","0.40","NM","EN",
"1","Consuming Sinkhole","0","Oath of the Gatewatch","0.55","0.13","0.01","0.25","NM","EN",
"1","Umara Entangler","0","Oath of the Gatewatch","0.55","0.13","0.01","0.25","NM","EN",
"1","Strider Harness","0","Oath of the Gatewatch","0.55","0.20","0.01","0.32","NM","EN",
"1","Island","0","Battle for Zendikar","0.55","0.22","0.187","0.85","NM","EN",
"1","Sweep Away","0","Oath of the Gatewatch","0.55","0.14","0.01","0.25","NM","EN",
"1","Orzhov Charm","0","Gatecrash","0.29","0.25","0.04","2.08","NM","EN",
"1","Orzhov Charm","0","Gatecrash","0.29","0.25","0.04","2.08","NM","EN",
"1","Orzhov Charm","0","Gatecrash","0.29","0.25","0.04","2.08","NM","EN",
"1","Cavern of Souls","0","Avacyn Restored","42.00","66.45","56.75","169.93","NM","EN",
"1","Ranger of Eos","0","Shards of Alara","3.00","3.00","1.49","6.76","NM","EN",
"1","Ranger of Eos","0","Shards of Alara","3.00","3.00","1.49","6.76","NM","EN",
"1","Baneslayer Angel","0","Magic 2010","11.13","17.09","13.99","37.79","NM","EN",
"1","Ignition Team","0","Conspiracy","0.29","0.39","0.1","0.99","NM","EN",
"1","Ulamog, the Ceaseless Hunger","0","Battle for Zendikar","14.49","39.39","31.19","64.99","MP","EN",
"1","Phantasmal Image","0","Magic 2012","6.03","15.45","12.95","49.45","NM","EN",
"1","Gideon, Ally of Zendikar","0","Battle for Zendikar","19.99","7.60","5.29","16.89","LP","EN",
"1","Mox Opal","0","Scars of Mirrodin","38.00","99.95","89.99","185.96","NM","EN",
"1","Forked Bolt","0","Rise of the Eldrazi","1.19","0.49","0.16","12.49","NM","EN",
"1","Magma Jet","0","Theros","0.24","0.24","0.03","0.89","NM","EN",
"1","Monastery Swiftspear","0","Khans of Tarkir","2.53","1.35","0.15","9.70","NM","EN",
"1","Monastery Swiftspear","0","Khans of Tarkir","2.53","1.35","0.15","9.70","NM","EN",
"1","Monastery Swiftspear","0","Khans of Tarkir","2.53","1.35","0.15","9.70","NM","EN",
"1","Monastery Swiftspear","0","Khans of Tarkir","2.53","1.35","0.15","9.70","NM","EN",
"1","Lightning Bolt","0","Fourth Edition","1.98","2.88","1.69","-","NM","EN",
"1","Lightning Bolt","0","Fourth Edition","1.98","2.88","1.69","-","NM","EN",
"1","Lightning Bolt","0","Fourth Edition","1.98","2.88","1.69","-","NM","EN",
"1","Lightning Bolt","0","Fourth Edition","1.98","2.88","1.69","-","NM","EN",
"1","Grim Lavamancer","0","Magic 2012","7.30","8.69","5.3","17.39","NM","EN",
"1","Searing Blaze","0","Worldwake","1.00","1.75","0.65","9.80","NM","EN",
"1","Searing Blaze","0","Worldwake","1.00","1.75","0.65","9.80","NM","EN",
"1","Boros Charm","0","Gatecrash","2.63","1.72","0.9","12.83","NM","EN",
"1","Lightning Helix","0","Duel Decks: Speed vs. Cunning","3.83","1.99","0.99","-","NM","EN",
"1","Wooded Foothills","0","Khans of Tarkir","19.82","30.00","24.85","57.05","NM","EN",
"1","Wooded Foothills","0","Khans of Tarkir","19.82","30.00","24.85","57.05","NM","EN",
"1","Deflecting Palm","0","Khans of Tarkir","0.51","1.56","0.74","4.01","NM","EN",
"1","Deflecting Palm","0","Khans of Tarkir","0.51","1.56","0.74","4.01","NM","EN",
"1","Molten Rain","0","Mirrodin","1.85","1.50","0.78","6.95","NM","EN",
"1","Lava Spike","0","Modern Masters","3.32","3.79","2","5.99","NM","EN",
"1","Lava Spike","0","Modern Masters","3.32","3.79","2","5.99","NM","EN",
"1","Rift Bolt","0","Time Spiral","2.38","0.97","0.4","10.42","NM","EN",
"1","Rift Bolt","0","Time Spiral","2.38","0.97","0.4","10.42","NM","EN",
"1","Disciple of the Ring","0","Magic Origins","0.90","0.76","0.29","2.29","NM","EN",
"1","Anger of the Gods","0","Theros","1.64","3.32","1.95","15.97","NM","EN",
"1","Anger of the Gods","0","Theros","1.64","3.32","1.95","15.97","NM","EN",
"1","Darksteel Citadel","0","Magic 2015 Core Set","0.73","0.51","0.24","3.60","NM","EN",
"1","Darksteel Citadel","0","Magic 2015 Core Set","0.73","0.51","0.24","3.60","NM","EN",
"1","Darksteel Citadel","0","Magic 2015 Core Set","0.73","0.51","0.24","3.60","NM","EN",
"1","Darksteel Citadel","0","Magic 2015 Core Set","0.73","0.51","0.24","3.60","NM","EN",
"1","Shivan Reef","0","Magic 2015 Core Set","1.85","2.71","1.34","4.32","NM","EN",
"1","Shivan Reef","0","Magic 2015 Core Set","1.85","2.71","1.34","4.32","NM","EN",
"1","Shivan Reef","0","Magic 2015 Core Set","1.85","2.71","1.34","4.32","NM","EN",
"1","Shivan Reef","0","Magic 2015 Core Set","1.85","2.71","1.34","4.32","NM","EN",
"1","Daze","0","Nemesis","2.98","2.28","1.19","84.95","NM","EN",
"1","Brainstorm","0","Conspiracy","0.98","0.79","0.1","9.78","NM","EN",
"1","Brainstorm","0","Conspiracy","0.98","0.79","0.1","9.78","NM","EN",
"1","Brainstorm","0","Conspiracy","0.98","0.79","0.1","9.78","NM","EN",
"1","Brainstorm","0","Conspiracy","0.98","0.79","0.1","9.78","NM","EN",
"1","Deathrite Shaman","0","Return to Ravnica","6.68","3.00","1","22.27","NM","EN",
"1","Deathrite Shaman","0","Return to Ravnica","6.68","3.00","1","22.27","NM","EN",
"1","Deathrite Shaman","0","Return to Ravnica","6.68","3.00","1","22.27","NM","EN",
"1","Deathrite Shaman","0","Return to Ravnica","6.68","3.00","1","22.27","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","1","Oath of the Gatewatch","5.00","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","1","Oath of the Gatewatch","5.00","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","1","Oath of the Gatewatch","5.00","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","1","Oath of the Gatewatch","5.00","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Dimensional Infiltrator","0","Oath of the Gatewatch","1.53","0.30","0.08","0.81","NM","EN",
"1","Scrabbling Claws","0","Mirrodin","1.87","0.33","0.06","2.58","NM","EN",
"1","Prairie Stream","0","Battle for Zendikar","3.41","2.34","1.29","3.99","NM","EN",
"1","Mutavault","0","Morningtide","15.48","13.09","8","40.42","NM","EN",
"1","Mutavault","0","Morningtide","15.48","13.09","8","40.42","NM","EN",
"1","Mutavault","0","Morningtide","15.48","13.09","8","40.42","NM","EN",
"1","Thragtusk","0","Magic 2013","4.28","2.95","1.66","8.68","NM","EN",
"1","Serra Angel","0","Tenth Edition","0.47","0.47","0.12","4.47","NM","EN",
"1","Ghostfire Blade","1","Khans of Tarkir","0.97","0.49","0.12","1.17","NM","EN",
"1","Ghostfire Blade","0","Khans of Tarkir","0.97","0.49","0.12","1.17","NM","EN",
"1","Reality Smasher","0","Oath of the Gatewatch","5.30","2.62","1.45","10.60","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","1.59","0.49","0.2","5.63","NM","EN",
"1","Negate","0","Magic 2013","0.15","0.18","0.06","0.96","NM","EN",
"1","Negate","0","Magic 2013","0.15","0.18","0.06","0.96","NM","EN",
"1","Negate","0","Magic 2013","0.15","0.18","0.06","0.96","NM","EN",
"1","Negate","0","Magic 2013","0.15","0.18","0.06","0.96","NM","EN",
"1","Void Shatter","0","Oath of the Gatewatch","0.98","0.35","0.09","1.74","NM","EN",
"1","Benthic Infiltrator","0","Battle for Zendikar","0.14","0.15","0.02","0.41","NM","EN",
"1","Plains (232) - Full Art","0","Zendikar","0.74","0.43","0.21","8.09","NM","EN",
"1","Plains (232) - Full Art","0","Zendikar","0.74","0.43","0.21","8.09","NM","EN",
"1","Plains (232) - Full Art","0","Zendikar","0.74","0.43","0.21","8.09","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Island (234) - Full Art","0","Zendikar","0.99","0.88","0.48","14.86","NM","EN",
"1","Sea Gate Wreckage","0","Oath of the Gatewatch","2.70","0.50","0.15","2.62","NM","EN",
"1","Sea Gate Wreckage","0","Oath of the Gatewatch","2.70","0.50","0.15","2.62","NM","EN",
"1","Sea Gate Wreckage","0","Oath of the Gatewatch","2.70","0.50","0.15","2.62","NM","EN",
"1","Sea Gate Wreckage","0","Oath of the Gatewatch","2.70","0.50","0.15","2.62","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","7.63","2.78","1.72","7.99","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","7.63","2.78","1.72","7.99","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.49","0.40","0.08","1.01","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.49","0.40","0.08","1.01","NM","EN",
"1","Wastes","0","OATH OF THE GATEWATCH","0.56","1.99","1.07","-","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.88","0.34","0.08","0.88","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.88","0.34","0.08","0.88","NM","EN",
"1","Immolating Glare","0","Oath of the Gatewatch","0.45","0.24","0.04","0.60","NM","EN",
"1","Scrabbling Claws","0","Mirrodin","1.75","0.33","0.06","2.58","NM","EN",
"1","Blinkmoth Well","0","Mirrodin","0.19","0.24","0.09","1.71","NM","EN",
"1","Talisman of Progress","1","Mirrodin","4.62","3.53","2.25","14.18","NM","EN",
"1","Plea for Power","0","Conspiracy","0.47","1.29","0.7","3.75","NM","EN",
"1","Oblivion Stone","1","Mirrodin","133.00","9.89","6.99","48.86","NM","EN",
"1","Remand","0","Duel Decks: Jace vs. Vraska","5.30","5.79","4.25","-","NM","EN",
"1","Remand","0","Duel Decks: Jace vs. Vraska","5.30","5.79","4.25","-","NM","EN",
"1","Remand","0","Duel Decks: Jace vs. Vraska","5.30","5.79","4.25","-","NM","EN",
"1","Remand","0","Duel Decks: Jace vs. Vraska","5.30","5.79","4.25","-","NM","EN",
"1","Overwhelming Denial","0","Oath of the Gatewatch","0.85","0.35","0.09","1.00","NM","EN",
"1","Thoughtseize","0","Theros","4.00","14.12","10.1","36.30","NM","EN",
"1","Wandering Fumarole","0","Oath of the Gatewatch","1.00","1.34","0.49","4.57","NM","EN",
"1","Wandering Fumarole","0","Oath of the Gatewatch","1.00","1.34","0.49","4.57","NM","EN",
"1","Thought-Knot Seer","0","Oath of the Gatewatch","14.00","7.60","5.58","22.93","NM","EN",
"1","Thought-Knot Seer","0","Oath of the Gatewatch","14.00","7.60","5.58","22.93","NM","EN",
"1","Benthic Infiltrator","0","Battle for Zendikar","0.14","0.15","0.02","0.41","NM","EN",
"1","Benthic Infiltrator","0","Battle for Zendikar","0.14","0.15","0.02","0.41","NM","EN",
"1","Benthic Infiltrator","0","Battle for Zendikar","0.14","0.15","0.02","0.41","NM","EN",
"1","Prairie Stream","0","Battle for Zendikar","4.00","2.34","1.29","3.99","NM","EN",
"1","Ghost Quarter","0","Innistrad","2.36","1.51","0.85","21.89","NM","EN",
"1","Intangible Virtue","0","Innistrad","0.21","0.25","0.05","1.78","NM","EN",
"1","Intangible Virtue","0","Innistrad","0.21","0.25","0.05","1.78","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.85","0.34","0.08","0.88","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.85","0.34","0.08","0.88","NM","EN",
"1","Eldrazi Displacer","0","Oath of the Gatewatch","3.95","2.46","1.5","7.74","NM","EN",
"1","Eldrazi Displacer","0","Oath of the Gatewatch","3.95","2.46","1.5","7.74","NM","EN",
"1","Eldrazi Displacer","0","Oath of the Gatewatch","3.95","2.46","1.5","7.74","NM","EN",
"1","Eldrazi Displacer","0","Oath of the Gatewatch","3.95","2.46","1.5","7.74","NM","EN",
"1","Reality Smasher","0","Oath of the Gatewatch","5.98","2.62","1.45","10.60","NM","EN",
"1","Reality Smasher","0","Oath of the Gatewatch","5.98","2.62","1.45","10.60","NM","EN",
"1","Reflector Mage","0","Oath of the Gatewatch","0.80","1.29","0.4","11.03","NM","EN",
"1","Glimmervoid","0","Mirrodin","45.00","10.00","6.5","47.65","NM","EN",
"1","Spell Pierce","0","Zendikar","2.25","0.44","0.12","13.83","NM","EN",
"1","Spell Pierce","0","Zendikar","2.25","0.44","0.12","13.83","NM","EN",
"1","Dissipate","0","Innistrad","0.19","0.25","0.07","1.10","NM","EN",
"1","Dissipate","0","Innistrad","0.19","0.25","0.07","1.10","NM","EN",
"1","Dissipate","0","Innistrad","0.19","0.25","0.07","1.10","NM","EN",
"1","Dissipate","0","Innistrad","0.19","0.25","0.07","1.10","NM","EN",
"1","Vapor Snag","0","New Phyrexia","0.48","0.57","0.14","3.50","NM","EN",
"1","Vapor Snag","0","New Phyrexia","0.48","0.57","0.14","3.50","NM","EN",
"1","Vapor Snag","0","New Phyrexia","0.48","0.57","0.14","3.50","NM","EN",
"1","Vapor Snag","0","New Phyrexia","0.48","0.57","0.14","3.50","NM","EN",
"1","Spell Pierce","0","Zendikar","2.25","0.44","0.12","13.83","NM","EN",
"1","Spell Pierce","0","Zendikar","2.25","0.44","0.12","13.83","NM","EN",
"1","Retract","1","Darksteel","9.47","6.89","4","17.07","NM","EN",
"1","Retract","0","Darksteel","2.61","6.89","4","17.07","NM","EN",
"1","Unknown Shores","0","Oath of the Gatewatch","0.55","0.15","0.01","0.29","NM","EN",
"1","Cinder Hellion","0","Oath of the Gatewatch","0.55","0.13","0.01","0.25","NM","EN",
"1","Kozilek's Shrieker","0","Oath of the Gatewatch","0.55","0.14","0.01","0.25","NM","EN",
"1","Netcaster Spider","0","Oath of the Gatewatch","0.55","0.14","0.01","0.25","NM","EN",
"1","Witness the End","0","Oath of the Gatewatch","0.55","0.14","0.01","0.28","NM","EN",
"1","Chandra, Flamecaller","0","Oath of the Gatewatch","3.00","2.49","1.65","8.13","NM","EN",
"1","Zendikar Resurgent","1","Oath of the Gatewatch","1.50","2.56","1.5","5.76","NM","EN",
"1","Crush of Tentacles","0","Oath of the Gatewatch","1.50","1.00","0.45","2.74","NM","EN",
"1","Crush of Tentacles","1","Oath of the Gatewatch","7.17","1.00","0.45","2.74","NM","EN",
"1","Crush of Tentacles","1","Oath of the Gatewatch","7.17","1.00","0.45","2.74","NM","EN",
"1","Crush of Tentacles","1","Oath of the Gatewatch","7.17","1.00","0.45","2.74","NM","EN",
"1","Wandering Fumarole","0","Oath of the Gatewatch","3.00","1.34","0.49","4.57","NM","EN",
"1","Wandering Fumarole","0","Oath of the Gatewatch","3.50","1.34","0.49","4.57","NM","EN",
"1","March from the Tomb","0","Battle for Zendikar","0.43","0.29","0.03","0.90","NM","EN",
"1","Blight Herder","0","Battle for Zendikar","1.05","0.34","0.07","0.91","NM","EN",
"1","Shrine of the Forsaken Gods","0","Battle for Zendikar","1.28","0.50","0.15","1.60","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","5.55","2.78","1.72","7.99","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","5.55","2.78","1.72","7.99","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.43","0.40","0.08","1.01","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.43","0.40","0.08","1.01","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","5.55","2.78","1.72","7.99","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.55","0.40","0.1","1.06","NM","EN",
"1","Mirrorpool","0","OATH OF THE GATEWATCH","5.55","2.78","1.72","7.99","NM","EN",
"1","Eldrazi Mimic","0","Oath of the Gatewatch","1.56","0.88","0.3","2.58","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.55","0.40","0.1","1.06","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.43","0.40","0.08","1.01","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.55","0.40","0.1","1.06","NM","EN",
"1","Eldrazi Mimic","0","Oath of the Gatewatch","1.56","0.88","0.3","2.58","NM","EN",
"1","Eldrazi Mimic","0","Oath of the Gatewatch","1.56","0.88","0.3","2.58","NM","EN",
"1","Crush of Tentacles","0","Oath of the Gatewatch","2.09","1.00","0.45","2.74","NM","EN",
"1","Eldrazi Mimic","0","Oath of the Gatewatch","1.56","0.88","0.3","2.58","NM","EN",
"1","Ruins of Oran-Rief","0","Oath of the Gatewatch","0.43","0.40","0.08","1.01","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.55","0.40","0.1","1.06","NM","EN",
"1","Chandra, Flamecaller","0","Oath of the Gatewatch","0.86","2.49","1.65","8.13","NM","EN",
"1","Crush of Tentacles","0","Oath of the Gatewatch","0.86","1.00","0.45","2.74","NM","EN",
"1","Zendikar Resurgent","0","Oath of the Gatewatch","0.86","2.56","1.5","5.76","NM","EN",
"1","Spatial Contortion","0","Oath of the Gatewatch","0.86","0.26","0.1","1.25","NM","EN",
"1","Hedron Alignment","0","Oath of the Gatewatch","0.86","0.28","0.08","0.93","NM","EN",
"1","Devour in Flames","0","Oath of the Gatewatch","0.86","0.21","0.02","0.34","NM","EN",
"1","Wandering Fumarole","0","Oath of the Gatewatch","0.86","1.34","0.49","4.57","NM","EN",
"1","Baloth Pup","0","Oath of the Gatewatch","4.29","0.20","0.02","0.40","NM","EN",
"1","Oblivion Sower","0","Battle for Zendikar","4.29","1.58","0.9","3.65","NM","EN",
"1","Exert Influence","0","Battle for Zendikar","4.29","0.29","0.01","0.74","NM","EN",
"1","Linvala, the Preserver","0","Oath of the Gatewatch","4.29","0.99","0.45","3.96","NM","EN",
"1","Hissing Quagmire","0","Oath of the Gatewatch","4.29","1.84","1","5.12","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","4.29","0.49","0.2","5.63","NM","EN",
"1","Linvala, the Preserver","0","Oath of the Gatewatch","3.59","0.99","0.45","3.96","NM","EN",
